log_file,log_name,fold,combo_label,model_id,task,bold,beta,smooth,gamma,active_param_count,train_loss,test_loss,train_corr,test_corr,abs_train_corr,abs_test_corr,corr_gap,loss_gap,loss_gap_rel,norm_test_corr,norm_corr_gap,norm_loss_gap_rel,term_test_corr,term_corr_stability,term_loss_stability,score_component_test_corr,score_component_corr_stability,score_component_loss_stability,evaluation_score
slurm-8078053.out,slurm-8078053.out,11,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.039214,-0.005893,0.1977,0.5578,0.1977,0.5578,0.3601,0.033320999999999996,0.8497003697564707,1.0,0.9272191124854833,0.3984449034221883,-1.0,0.9272191124854833,0.3984449034221883,-0.309,0.29114680132044174,0.150213728590165,0.13236052991060673
slurm-8078053.out,slurm-8078053.out,12,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.040773,-0.290356,-0.2015,-0.1071,0.2015,0.1071,0.09440000000000001,0.249583,6.121131112964144,0.2019033054691617,0.23385655197609614,1.0,-0.2019033054691617,0.23385655197609614,1.0,-0.06238812138997096,0.07343095732049419,0.377,0.38804283593052324
slurm-8078053.out,slurm-8078053.out,13,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.04109,-0.002229,0.2023,0.5462,0.2023,0.5462,0.3439,0.038861,0.9457302085614854,1.0,0.8849440899779482,0.44527826544819743,-1.0,0.8849440899779482,0.44527826544819743,-0.309,0.2778724442530757,0.16786990607397043,0.13674235032704615
slurm-8078053.out,slurm-8078053.out,14,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.042036,-0.005478,0.2047,-0.2296,0.2047,0.2296,0.024900000000000005,0.03655799999999999,0.8696624402312247,0.4550573988158588,0.05249148628018942,0.40818032404734556,-0.4550573988158588,0.05249148628018942,0.40818032404734556,-0.14061273623410037,0.016482326691979476,0.15388398216584928,0.029753572623728394
slurm-8078053.out,slurm-8078053.out,15,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.041664,-0.005542,0.2038,-0.0597,0.2038,0.0597,0.1441,0.036122,0.8669626785071403,0.10394817057419482,0.36355214571834876,0.40686366122898193,-0.10394817057419482,0.36355214571834876,0.40686366122898193,-0.0321199847074262,0.1141553737555615,0.15338760028332618,0.2354229893314615
slurm-8078053.out,slurm-8078053.out,16,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.041572,-0.004265,0.2036,0.2987,0.2036,0.2987,0.09510000000000002,0.037307,0.8973853222043153,0.5978569731036691,0.23568325047950817,0.42170066089271235,-0.5978569731036691,0.23568325047950817,0.42170066089271235,-0.18473780468903375,0.07400454065056557,0.15898114915655256,0.04824788511808438
slurm-8078053.out,slurm-8078053.out,17,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.039727,-0.016077,0.199,0.0611,0.199,0.0611,0.13790000000000002,0.023649999999999997,0.595298026580749,0.10684136021244278,0.3473728161166996,0.2743739147953552,-0.10684136021244278,0.3473728161166996,0.2743739147953552,-0.03301398030564482,0.10907506426064369,0.10343896587784893,0.17950004983284779
slurm-8078053.out,slurm-8078053.out,18,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.041204,-0.01221,0.2027,-0.0998,0.2027,0.0998,0.10289999999999999,0.028994,0.7036524693605145,0.18681738806972584,0.2560378909460991,0.32721793608060445,-0.18681738806972584,0.2560378909460991,0.32721793608060445,-0.057726572913545285,0.0803958977570751,0.12336116190238788,0.1460304867459177
slurm-8078053.out,slurm-8078053.out,19,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.04181,-0.004597,0.2041,0.0943,0.2041,0.0943,0.10980000000000001,0.037212999999999996,0.8900289397526966,0.17545128591946596,0.2740439190511603,0.4181129830745918,-0.17545128591946596,0.2740439190511603,0.4181129830745918,-0.05421444734911498,0.08604979058206434,0.15762859461912113,0.1894639378520705
slurm-8078053.out,slurm-8078053.out,20,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.040388,-0.004557,0.2006,0.5868,0.2006,0.5868,0.3862,0.035831,0.8871474906533957,1.0,0.9953288709698453,0.4167077120618904,-1.0,0.9953288709698453,0.4167077120618904,-0.309,0.3125332654845314,0.15709880744733268,0.1606320729318641
slurm-8078053.out,slurm-8078053.out,21,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.039776,-0.005785,0.1991,-0.3005,0.1991,0.3005,0.10139999999999999,0.033991,0.8545390552329236,0.601576788352845,0.25212353701021617,0.40080471065990364,-0.601576788352845,0.25212353701021617,0.40080471065990364,-0.1858872276010291,0.07916679062120788,0.15110337591878367,0.044382938938962446
slurm-8078053.out,slurm-8078053.out,22,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.04005,-0.007464,0.1998,0.4309,0.1998,0.4309,0.2311,0.032586000000000004,0.8136126438790542,0.87105673751537,0.5905846739995557,0.38084506620758946,-0.87105673751537,0.5905846739995557,0.38084506620758946,-0.26915653189224936,0.1854435876358605,0.14357858996026124,0.05986564570387237
slurm-8078053.out,slurm-8078053.out,23,"task=0, bold=0, beta=0, smooth=0, gamma=1","slurm-8078053.out | task=0, bold=0, beta=0, smooth=0, gamma=1",0.0,0.0,0.0,0.0,1.0,0,-0.040823,-0.009008,0.2017,-0.0461,0.2017,0.0461,0.1556,0.031814999999999996,0.7793209876543209,0.07584289980264314,0.3935621925601175,0.36412116486162033,-0.07584289980264314,0.3935621925601175,0.36412116486162033,-0.023435456039016728,0.12357852846387689,0.13727367915283087,0.23741675157769104
